"","","",""
"0-0-1-144-258-4525-1","0","0","0"
"0-0-3-149-258-1973-1","0","0","0"
"0-0-1-145-258-3116-1","0","0","0"
"0-0-0-146-258-2607-1","0","0","0"
"0-0-1-144-258-1515-1","0","0","0"
"0-0-1-145-258-526-1","0","0","0"
"0-0-3-150-258-2142-1","0","0","0"
"0-0-1-146-258-706-1","0","0","0"
"0-0-0-144-258-230-1","0","0","0"
"0-0-0-150-258-845-1","0","0","0"
"0-0-0-145-258-410-1","0","0","0"
"0-0-0-146-258-1769-1","0","0","0"
"0-0-0-150-258-3087-1","0","0","0"
"0-0-0-146-258-38-1","0","0","0"
"0-0-1-148-258-1030-1","0","0","0"
"0-0-0-143-258-6323-1","0","0","0"
"0-0-1-151-258-2247-1","0","0","0"
"0-0-0-152-258-1738-1","0","0","0"
"0-0-7-151-258-12-1","0","0","0"
"0-0-2-150-258-535-1","0","0","0"
"0-0-4-150-258-4-1","0","0","0"
"0-0-0-149-258-1704-1","0","0","0"
"0-0-0-149-258-3876-1","0","0","0"
"0-0-4-152-258-11-1","0","0","0"
"0-0-3-150-258-426-1","0","0","0"
"0-0-1-145-258-3236-1","0","0","0"
"0-0-0-146-258-2727-1","0","0","0"
"0-0-0-152-258-5706-1","0","0","0"
"0-0-7-150-258-1079-1","0","0","0"
"0-0-0-152-258-7878-1","0","0","0"
"0-0-0-144-258-1066-1","0","0","0"
"0-0-0-143-258-170-1","0","0","0"
"0-0-0-150-258-4045-1","0","0","0"
"0-0-9-153-258-24-1","0","0","0"
"0-0-0-144-258-350-1","0","0","0"
"0-0-0-147-258-1318-1","0","0","0"
"0-0-0-150-258-965-1","0","0","0"
"0-0-0-145-258-530-1","0","0","0"
"0-0-1-150-258-1604-1","0","0","0"
"0-0-0-146-258-1889-1","0","0","0"
"0-0-0-150-258-1035-1","0","0","0"
"0-0-0-146-258-710-1","0","0","0"
"0-0-1-150-258-3776-1","0","0","0"
"0-0-0-139-258-577-1","0","0","0"
"0-0-1-148-258-1150-1","0","0","0"
"0-0-1-151-258-2367-1","0","0","0"
"0-0-0-149-258-4834-1","0","0","0"
"0-0-0-149-258-1824-1","0","0","0"
"0-0-0-150-258-5003-1","0","0","0"
"0-0-0-149-258-3996-1","0","0","0"
"0-0-0-144-258-4196-1","0","0","0"
"0-0-7-152-258-9-1","0","0","0"
"0-0-1-144-258-586-1","0","0","0"
"0-0-0-146-258-2847-1","0","0","0"
"0-0-0-144-258-1186-1","0","0","0"
"0-0-0-143-258-290-1","0","0","0"
"0-0-1-146-258-946-1","0","0","0"
"0-0-0-144-258-470-1","0","0","0"
"0-0-0-147-258-1438-1","0","0","0"
"0-0-0-150-258-12-1","0","0","0"
"0-0-1-151-258-3325-1","0","0","0"
"0-0-0-145-258-650-1","0","0","0"
"0-0-0-149-258-126-1","0","0","0"
"0-0-6-151-258-1211-1","0","0","0"
"0-0-1-150-258-1724-1","0","0","0"
"0-0-0-150-258-1155-1","0","0","0"
"0-0-0-146-258-830-1","0","0","0"
"0-0-0-147-258-4131-1","0","0","0"
"0-0-1-148-258-1270-1","0","0","0"
"0-0-1-151-258-2487-1","0","0","0"
"0-0-0-152-258-1978-1","0","0","0"
"0-0-0-146-258-6815-1","0","0","0"
"0-0-1-139-258-588-1","0","0","0"
"0-0-7-153-258-180-1","0","0","0"
"0-0-2-152-258-24-1","0","0","0"
"0-0-4-151-258-300-1","0","0","0"
"0-0-0-146-258-3805-1","0","0","0"
"0-0-0-149-258-1944-1","0","0","0"
"0-0-0-144-258-2144-1","0","0","0"
"0-0-1-146-258-5077-1","0","0","0"
"0-0-1-145-258-3476-1","0","0","0"
"0-0-0-150-258-2113-1","0","0","0"
"0-0-1-150-258-4854-1","0","0","0"
"0-0-1-145-258-886-1","0","0","0"
"0-0-0-150-258-4285-1","0","0","0"
"0-0-6-148-258-1614-1","0","0","0"
"0-0-0-144-258-590-1","0","0","0"
"0-0-0-147-258-1558-1","0","0","0"
"0-0-0-153-258-4537-1","0","0","0"
"0-0-12-154-258-64-1","0","0","0"
"0-0-1-149-258-2319-1","0","0","0"
"0-0-0-145-258-770-1","0","0","0"
"0-0-0-149-258-246-1","0","0","0"
"0-0-1-150-258-1844-1","0","0","0"
"0-0-0-150-258-1275-1","0","0","0"
"0-0-0-146-258-950-1","0","0","0"
"0-0-1-152-258-2036-1","0","0","0"
"0-0-1-148-258-1390-1","0","0","0"
"0-0-5-153-258-1585-1","0","0","0"
"0-0-1-149-258-137-1","0","0","0"
"0-0-0-149-258-2902-1","0","0","0"
"0-0-1-152-258-1198-1","0","0","0"
"0-0-0-143-258-1501-1","0","0","0"
"0-0-0-143-258-3673-1","0","0","0"
"0-0-10-147-258-4025-1","0","0","0"
"0-0-1-145-258-4434-1","0","0","0"
"0-0-4-151-258-420-1","0","0","0"
"0-0-1-144-258-2833-1","0","0","0"
"0-0-0-147-258-2516-1","0","0","0"
"0-0-8-153-258-191-1","0","0","0"
"0-0-0-141-258-111-1","0","0","0"
"0-0-20-152-258-63-1","0","0","0"
"0-0-3-150-258-786-1","0","0","0"
"0-0-1-145-258-3596-1","0","0","0"
"0-0-1-150-258-2802-1","0","0","0"
"0-0-0-150-258-2233-1","0","0","0"
"0-0-1-144-258-1995-1","0","0","0"
"0-0-0-140-258-72-1","0","0","0"
"0-0-1-146-258-2187-1","0","0","0"
"0-0-0-148-258-186-1","0","0","0"
"0-0-1-151-258-3565-1","0","0","0"
"0-0-1-149-258-2439-1","0","0","0"
"0-0-0-145-258-890-1","0","0","0"
"0-0-0-149-258-366-1","0","0","0"
"0-0-1-150-258-1964-1","0","0","0"
"0-0-0-150-258-1395-1","0","0","0"
"0-0-0-144-258-6232-1","0","0","0"
"0-0-1-149-258-257-1","0","0","0"
"0-0-0-144-258-3222-1","0","0","0"
"0-0-5-151-258-656-1","0","0","0"
"0-0-0-150-258-6201-1","0","0","0"
"0-0-0-150-258-8373-1","0","0","0"
"0-0-0-143-258-1621-1","0","0","0"
"0-0-0-143-258-816-1","0","0","0"
"0-0-1-149-258-6407-1","0","0","0"
"0-0-1-144-258-2953-1","0","0","0"
"0-0-1-139-258-8-1","0","0","0"
"0-0-0-141-258-231-1","0","0","0"
"0-0-2-149-258-16-1","0","0","0"
"0-0-1-146-258-10249-1","0","0","0"
"0-0-10-154-258-77-1","0","0","0"
"0-0-5-152-258-1900-1","0","0","0"
"0-0-0-150-258-2353-1","0","0","0"
"0-0-1-151-258-1513-1","0","0","0"
"0-0-0-147-258-1798-1","0","0","0"
"0-0-1-149-258-2559-1","0","0","0"
"0-0-2-147-258-1467-1","0","0","0"
"0-0-6-151-258-230-1","0","0","0"
"0-0-0-149-258-486-1","0","0","0"
"0-0-1-145-258-95-1","0","0","0"
"0-0-0-147-258-4491-1","0","0","0"
"0-0-1-148-258-197-1","0","0","0"
"0-0-7-151-258-121-1","0","0","0"
"0-0-1-149-258-377-1","0","0","0"
"0-0-0-148-258-3082-1","0","0","0"
"0-0-0-143-258-1741-1","0","0","0"
"0-0-1-145-258-2502-1","0","0","0"
"0-0-1-145-258-4674-1","0","0","0"
"0-0-1-148-258-4926-1","0","0","0"
"0-0-1-143-258-827-1","0","0","0"
"0-0-0-141-258-351-1","0","0","0"
"0-0-1-149-258-3517-1","0","0","0"
"0-0-0-145-258-1095-1","0","0","0"
"0-0-12-154-258-1942-1","0","0","0"
"0-0-1-148-258-1916-1","0","0","0"
"0-0-1-149-258-2679-1","0","0","0"
"0-0-7-153-258-826-1","0","0","0"
"0-0-0-148-258-4040-1","0","0","0"
"0-0-1-152-258-2396-1","0","0","0"
"0-0-6-153-258-710-1","0","0","0"
"0-0-0-152-258-305-1","0","0","0"
"0-0-0-148-258-1030-1","0","0","0"
"0-0-7-151-258-241-1","0","0","0"
"0-0-1-149-258-497-1","0","0","0"
"0-0-0-144-258-3462-1","0","0","0"
"0-0-0-143-258-1861-1","0","0","0"
"0-0-7-151-258-2066-1","0","0","0"
"0-0-0-145-258-2053-1","0","0","0"
"0-0-1-146-258-3385-1","0","0","0"
"0-0-3-153-258-1900-1","0","0","0"
"0-0-0-147-258-2876-1","0","0","0"
"0-0-1-143-258-947-1","0","0","0"
"0-0-0-151-258-2022-1","0","0","0"
"0-0-1-145-258-1784-1","0","0","0"
"0-0-0-141-258-471-1","0","0","0"
"0-0-1-151-258-4763-1","0","0","0"
"0-0-4-153-258-1000-1","0","0","0"
"0-0-0-146-258-127-1","0","0","0"
"0-0-3-149-258-187-1","0","0","0"
"0-0-0-150-258-2593-1","0","0","0"
"0-0-1-151-258-79-1","0","0","0"
"0-0-0-147-258-307-1","0","0","0"
"0-0-0-151-258-1184-1","0","0","0"
"0-0-1-149-258-2799-1","0","0","0"
"0-0-7-153-258-946-1","0","0","0"
"0-0-0-148-258-4160-1","0","0","0"
"0-0-12-155-258-30-1","0","0","0"
"0-0-1-146-258-5-1","0","0","0"
"0-0-1-144-258-810-1","0","0","0"
"0-0-7-150-258-181-1","0","0","0"
"0-0-6-150-258-82-1","0","0","0"
"0-0-0-148-258-1150-1","0","0","0"
"0-0-4-150-258-3206-1","0","0","0"
"0-0-0-144-258-1410-1","0","0","0"
"0-0-7-153-258-3847-1","0","0","0"
"0-0-0-147-258-3834-1","0","0","0"
"0-0-1-151-258-136-1","0","0","0"
"0-0-3-151-258-81-1","0","0","0"
"0-0-10-152-258-1690-1","0","0","0"
"0-0-0-145-258-2173-1","0","0","0"
"0-0-1-152-258-316-1","0","0","0"
"0-0-0-139-258-3387-1","0","0","0"
"0-0-0-150-258-3551-1","0","0","0"
"0-0-1-146-258-1333-1","0","0","0"
"0-0-0-148-258-6618-1","0","0","0"
"0-0-5-148-258-2483-1","0","0","0"
"0-0-0-152-258-80-1","0","0","0"
"0-0-0-151-258-2142-1","0","0","0"
"0-0-0-141-258-591-1","0","0","0"
"0-0-1-151-258-4883-1","0","0","0"
"0-0-1-149-258-3757-1","0","0","0"
"0-0-1-140-258-4125-1","0","0","0"
"0-0-0-145-258-9151-1","0","0","0"
"0-0-1-147-258-2096-1","0","0","0"
"0-0-0-146-258-247-1","0","0","0"
"0-0-0-149-258-5209-1","0","0","0"
"0-0-0-147-258-427-1","0","0","0"
"0-0-0-148-258-3608-1","0","0","0"
"0-0-9-152-258-231-1","0","0","0"
"0-0-7-152-258-886-1","0","0","0"
"0-0-1-145-258-10583-1","0","0","0"
"0-0-1-145-258-3700-1","0","0","0"
"0-0-7-150-258-4-1","0","0","0"
"0-0-0-145-258-3131-1","0","0","0"
"0-0-0-152-258-545-1","0","0","0"
"0-0-0-148-258-1270-1","0","0","0"
"0-0-0-144-258-1530-1","0","0","0"
"0-0-0-150-258-6681-1","0","0","0"
"0-0-1-151-258-256-1","0","0","0"
"0-0-0-151-258-3100-1","0","0","0"
"0-0-1-149-258-4715-1","0","0","0"
"0-0-0-145-258-2293-1","0","0","0"
"0-0-1-152-258-436-1","0","0","0"
"0-0-1-147-258-3054-1","0","0","0"
"0-0-0-150-258-3671-1","0","0","0"
"0-0-1-146-258-1453-1","0","0","0"
"0-0-0-151-258-140-1","0","0","0"
"0-0-0-151-258-2262-1","0","0","0"
"0-0-0-145-258-187-1","0","0","0"
"0-0-0-146-258-367-1","0","0","0"
"0-0-0-149-258-5329-1","0","0","0"
"0-0-1-152-258-3594-1","0","0","0"
"0-0-0-147-258-547-1","0","0","0"
"0-0-0-149-258-2319-1","0","0","0"
"0-0-1-146-258-5421-1","0","0","0"
"0-0-1-146-258-61-1","0","0","0"
"0-0-0-151-258-6230-1","0","0","0"
"0-0-1-145-258-5992-1","0","0","0"
"0-0-0-152-258-665-1","0","0","0"
"0-0-7-150-258-1663-1","0","0","0"
"0-0-0-148-258-1390-1","0","0","0"
"0-0-0-144-258-1650-1","0","0","0"
"0-0-1-150-258-196-1","0","0","0"
"0-0-0-147-258-1902-1","0","0","0"
"0-0-0-148-258-410-1","0","0","0"
"0-0-8-153-258-45-1","0","0","0"
"0-0-1-151-258-376-1","0","0","0"
"0-0-0-151-258-3220-1","0","0","0"
"0-0-2-148-258-417-1","0","0","0"
"0-0-1-147-258-1002-1","0","0","0"
"0-0-1-152-258-556-1","0","0","0"
"0-0-0-139-258-1455-1","0","0","0"
"0-0-1-140-258-52-1","0","0","0"
"0-0-0-150-258-3791-1","0","0","0"
"0-0-1-147-258-121-1","0","0","0"
"0-0-0-151-258-260-1","0","0","0"
"0-0-1-148-258-301-1","0","0","0"
"0-0-1-151-258-2951-1","0","0","0"
"0-0-1-149-258-1825-1","0","0","0"
"0-0-6-153-258-2529-1","0","0","0"
"0-0-0-151-258-2382-1","0","0","0"
"0-0-0-146-258-487-1","0","0","0"
"0-0-0-147-258-667-1","0","0","0"
"0-0-0-148-258-3848-1","0","0","0"
"0-0-9-153-258-651-1","0","0","0"
"0-0-1-145-258-6950-1","0","0","0"
"0-0-0-149-258-72-1","0","0","0"
"0-0-0-149-258-2439-1","0","0","0"
"0-0-1-143-258-1607-1","0","0","0"
"0-0-0-143-258-1038-1","0","0","0"
"0-0-0-145-258-3371-1","0","0","0"
"0-0-0-144-258-1770-1","0","0","0"
"0-0-0-143-258-63-1","0","0","0"
"0-0-1-146-258-2531-1","0","0","0"
"0-0-0-148-258-530-1","0","0","0"
"0-0-1-151-258-496-1","0","0","0"
"0-0-7-150-258-47-1","0","0","0"
"0-0-0-149-258-710-1","0","0","0"
"0-0-1-147-258-1122-1","0","0","0"
"0-0-1-150-258-2339-1","0","0","0"
"0-0-1-147-258-3294-1","0","0","0"
"0-0-0-149-258-6407-1","0","0","0"
"0-0-1-152-258-2500-1","0","0","0"
"0-0-1-147-258-241-1","0","0","0"
"0-0-1-146-258-1693-1","0","0","0"
"0-0-0-151-258-380-1","0","0","0"
"0-0-0-148-258-4806-1","0","0","0"
"0-0-1-148-258-421-1","0","0","0"
"0-0-0-148-258-6978-1","0","0","0"
"0-0-1-149-258-1945-1","0","0","0"
"0-0-1-149-258-601-1","0","0","0"
"0-0-0-141-258-1804-1","0","0","0"
"0-0-7-150-258-827-1","0","0","0"
"0-0-0-145-258-5829-1","0","0","0"
"0-0-0-152-258-1093-1","0","0","0"
"0-0-0-147-258-787-1","0","0","0"
"0-0-0-148-258-3968-1","0","0","0"
"0-0-9-152-258-591-1","0","0","0"
"0-0-3-151-258-186-1","0","0","0"
"0-0-2-153-258-2994-1","0","0","0"
"0-0-1-144-258-3328-1","0","0","0"
"0-0-1-150-258-6307-1","0","0","0"
"0-0-0-149-258-2559-1","0","0","0"
"0-0-7-151-258-1332-1","0","0","0"
"0-0-6-148-258-25-1","0","0","0"
"0-0-6-153-258-58-1","0","0","0"
"0-0-1-149-258-5913-1","0","0","0"
"0-0-0-151-258-6470-1","0","0","0"
"0-0-1-147-258-4252-1","0","0","0"
"0-0-0-144-258-1890-1","0","0","0"
"0-0-0-146-258-2082-1","0","0","0"
"0-0-0-148-258-650-1","0","0","0"
"0-0-0-149-258-830-1","0","0","0"
"0-0-3-152-258-1768-1","0","0","0"
"0-0-1-147-258-1242-1","0","0","0"
"0-0-1-146-258-181-1","0","0","0"
"0-0-1-150-258-2459-1","0","0","0"
"0-0-1-152-258-796-1","0","0","0"
"0-0-2-149-258-837-1","0","0","0"
"0-0-1-152-258-2620-1","0","0","0"
"0-0-1-147-258-361-1","0","0","0"
"0-0-1-153-258-976-1","0","0","0"
"0-0-0-152-258-2051-1","0","0","0"
"0-0-1-152-258-4792-1","0","0","0"
"0-0-1-148-258-541-1","0","0","0"
"0-0-5-150-258-940-1","0","0","0"
"0-0-1-149-258-721-1","0","0","0"
"0-0-1-153-258-3383-1","0","0","0"
"0-0-0-149-258-3517-1","0","0","0"
"0-0-0-141-258-1924-1","0","0","0"
"0-0-0-148-258-1916-1","0","0","0"
"0-0-0-151-258-8928-1","0","0","0"
"0-0-7-152-258-6063-1","0","0","0"
"0-0-12-155-258-791-1","0","0","0"
"0-0-1-141-258-1024-1","0","0","0"
"0-0-6-153-258-127-1","0","0","0"
"0-0-1-146-258-8791-1","0","0","0"
"0-0-9-149-258-3005-1","0","0","0"
"0-0-0-149-258-2679-1","0","0","0"
"0-0-0-145-258-2939-1","0","0","0"
"0-0-4-149-258-527-1","0","0","0"
"0-0-0-150-258-606-1","0","0","0"
"0-0-0-143-258-1278-1","0","0","0"
"0-0-12-151-258-357-1","0","0","0"
"0-0-1-145-258-2039-1","0","0","0"
"0-0-0-152-258-4509-1","0","0","0"
"0-0-0-139-258-218-1","0","0","0"
"0-0-0-151-258-2908-1","0","0","0"
"0-0-1-146-258-2771-1","0","0","0"
"0-0-0-148-258-770-1","0","0","0"
"0-0-1-151-258-2008-1","0","0","0"
"0-0-4-148-258-122-1","0","0","0"
"0-0-2-146-258-26-1","0","0","0"
"0-0-0-149-258-950-1","0","0","0"
"0-0-1-147-258-1362-1","0","0","0"
"0-0-0-149-258-6647-1","0","0","0"
"0-0-1-147-258-481-1","0","0","0"
"0-0-1-148-258-661-1","0","0","0"
"0-0-1-149-258-841-1","0","0","0"
"0-0-7-147-258-39-1","0","0","0"
"0-0-0-149-258-3637-1","0","0","0"
"0-0-6-150-258-7443-1","0","0","0"
"0-0-7-149-258-108-1","0","0","0"
"0-0-1-144-258-227-1","0","0","0"
"0-0-1-141-258-931-1","0","0","0"
"0-0-0-144-258-111-1","0","0","0"
"0-0-0-150-258-726-1","0","0","0"
"0-0-0-143-258-1398-1","0","0","0"
"0-0-1-145-258-2159-1","0","0","0"
"0-0-0-151-258-906-1","0","0","0"
"0-0-1-149-258-37-1","0","0","0"
"0-0-1-147-258-2320-1","0","0","0"
"0-0-1-146-258-2891-1","0","0","0"
"0-0-0-143-258-6204-1","0","0","0"
"0-0-1-152-258-60-1","0","0","0"
"0-0-0-148-258-890-1","0","0","0"
"0-0-1-151-258-2128-1","0","0","0"
"0-0-5-153-258-1106-1","0","0","0"
"0-0-0-152-258-1619-1","0","0","0"
"0-0-8-154-258-11-1","0","0","0"
"0-0-1-147-258-1482-1","0","0","0"
"0-0-1-150-258-2699-1","0","0","0"
"0-0-1-143-258-28-1","0","0","0"
"0-0-0-149-258-6767-1","0","0","0"
"0-0-1-148-258-781-1","0","0","0"
"0-0-1-149-258-961-1","0","0","0"
"0-0-1-150-258-300-1","0","0","0"
"0-0-4-153-258-360-1","0","0","0"
"0-0-3-150-258-307-1","0","0","0"
"0-0-1-144-258-347-1","0","0","0"
"0-0-1-144-258-1516-1","0","0","0"
"0-0-2-149-258-6211-1","0","0","0"
"0-0-5-153-258-251-1","0","0","0"
"0-0-1-146-258-707-1","0","0","0"
"0-0-0-144-258-231-1","0","0","0"
"0-0-0-150-258-846-1","0","0","0"
"0-0-0-147-258-9074-1","0","0","0"
"0-0-12-151-258-597-1","0","0","0"
"0-0-0-145-258-411-1","0","0","0"
"0-0-1-145-258-2279-1","0","0","0"
"0-0-0-150-258-3088-1","0","0","0"
"0-0-0-146-258-39-1","0","0","0"
"0-0-0-147-258-6064-1","0","0","0"
"0-0-3-153-258-1557-1","0","0","0"
"0-0-1-151-258-2248-1","0","0","0"
"0-0-7-149-258-1749-1","0","0","0"
"0-0-7-151-258-13-1","0","0","0"
"0-0-2-151-258-716-1","0","0","0"
"0-0-4-150-258-5-1","0","0","0"
"0-0-0-149-258-1705-1","0","0","0"
"0-0-4-152-258-12-1","0","0","0"
"0-0-1-150-258-420-1","0","0","0"
"0-0-1-151-258-600-1","0","0","0"
"0-0-3-150-258-427-1","0","0","0"
"0-0-6-153-258-487-1","0","0","0"
"0-0-1-144-258-467-1","0","0","0"
"0-0-1-145-258-647-1","0","0","0"
"0-0-0-139-258-3851-1","0","0","0"
"0-0-0-144-258-1067-1","0","0","0"
"0-0-0-143-258-171-1","0","0","0"
"0-0-7-152-258-1241-1","0","0","0"
"0-0-9-153-258-25-1","0","0","0"
"0-0-1-146-258-827-1","0","0","0"
"0-0-0-144-258-351-1","0","0","0"
"0-0-0-147-258-1319-1","0","0","0"
"0-0-0-150-258-966-1","0","0","0"
"0-0-1-151-258-3206-1","0","0","0"
"0-0-0-145-258-531-1","0","0","0"
"0-0-1-151-258-5378-1","0","0","0"
"0-0-6-151-258-3264-1","0","0","0"
"0-0-0-150-258-1036-1","0","0","0"
"0-0-7-147-258-1046-1","0","0","0"
"0-0-0-147-258-4012-1","0","0","0"
"0-0-0-147-258-6184-1","0","0","0"
"0-0-1-148-258-1151-1","0","0","0"
"0-0-5-153-258-1346-1","0","0","0"
"0-0-0-152-258-1859-1","0","0","0"
"0-0-7-149-258-1869-1","0","0","0"
"0-0-1-144-258-5604-1","0","0","0"
"0-0-2-150-258-656-1","0","0","0"
"0-0-0-149-258-1825-1","0","0","0"
"0-0-7-155-258-421-1","0","0","0"
"0-0-0-144-258-2025-1","0","0","0"
"0-0-6-151-258-7232-1","0","0","0"
"0-0-0-149-258-3997-1","0","0","0"
"0-0-1-150-258-540-1","0","0","0"
"0-0-1-151-258-720-1","0","0","0"
"0-0-7-151-258-2770-1","0","0","0"
"0-0-6-147-258-2904-1","0","0","0"
"0-0-1-145-258-3357-1","0","0","0"
"0-0-1-144-258-587-1","0","0","0"
"0-0-1-152-258-900-1","0","0","0"
"0-0-0-146-258-2848-1","0","0","0"
"0-0-0-144-258-1187-1","0","0","0"
"0-0-0-143-258-291-1","0","0","0"
"0-0-1-146-258-947-1","0","0","0"
"0-0-0-144-258-471-1","0","0","0"
"0-0-0-147-258-1439-1","0","0","0"
"0-0-0-150-258-13-1","0","0","0"
"0-0-0-145-258-651-1","0","0","0"
"0-0-0-149-258-127-1","0","0","0"
"0-0-1-147-258-2680-1","0","0","0"
"0-0-0-150-258-1156-1","0","0","0"
"0-0-0-146-258-831-1","0","0","0"
"0-0-1-143-258-182-1","0","0","0"
"0-0-2-148-258-1840-1","0","0","0"
"0-0-1-148-258-1271-1","0","0","0"
"0-0-1-151-258-2488-1","0","0","0"
"0-0-4-148-258-3681-1","0","0","0"
"0-0-1-152-258-1079-1","0","0","0"
"0-0-7-153-258-181-1","0","0","0"
"0-0-2-152-258-25-1","0","0","0"
"0-0-0-149-258-1945-1","0","0","0"
"0-0-7-153-258-6092-1","0","0","0"
"0-0-1-150-258-660-1","0","0","0"
"0-0-10-155-258-5687-1","0","0","0"
"0-0-1-145-258-1305-1","0","0","0"
"0-0-1-151-258-840-1","0","0","0"
"0-0-0-146-258-2968-1","0","0","0"
"0-0-7-153-258-3082-1","0","0","0"
"0-0-0-150-258-2114-1","0","0","0"
"0-0-1-150-258-4855-1","0","0","0"
"0-0-1-145-258-887-1","0","0","0"
"0-0-0-150-258-4286-1","0","0","0"
"0-0-1-146-258-2068-1","0","0","0"
"0-0-12-155-258-2346-1","0","0","0"
"0-0-0-144-258-591-1","0","0","0"
"0-0-0-147-258-1559-1","0","0","0"
"0-0-1-151-258-3446-1","0","0","0"
"0-0-0-145-258-771-1","0","0","0"
"0-0-0-149-258-247-1","0","0","0"
"0-0-0-150-258-1276-1","0","0","0"
"0-0-0-146-258-951-1","0","0","0"
"0-0-1-152-258-2037-1","0","0","0"
"0-0-0-147-258-4252-1","0","0","0"
"0-0-1-148-258-1391-1","0","0","0"
"0-0-1-149-258-138-1","0","0","0"
"0-0-3-148-258-1060-1","0","0","0"
"0-0-0-149-258-2903-1","0","0","0"
"0-0-3-152-258-710-1","0","0","0"
"0-0-0-143-258-1502-1","0","0","0"
"0-0-4-150-258-241-1","0","0","0"
"0-0-0-144-258-2265-1","0","0","0"
"0-0-1-150-258-780-1","0","0","0"
"0-0-0-147-258-2517-1","0","0","0"
"0-0-8-153-258-192-1","0","0","0"
"0-0-0-141-258-112-1","0","0","0"
"0-0-1-151-258-960-1","0","0","0"
"0-0-7-153-258-1030-1","0","0","0"
"0-0-1-150-258-2803-1","0","0","0"
"0-0-0-150-258-2234-1","0","0","0"
"0-0-1-148-258-3849-1","0","0","0"
"0-0-0-147-258-5210-1","0","0","0"
"0-0-0-148-258-187-1","0","0","0"
"0-0-1-151-258-3566-1","0","0","0"
"0-0-0-145-258-891-1","0","0","0"
"0-0-0-149-258-367-1","0","0","0"
"0-0-1-150-258-1965-1","0","0","0"
"0-0-0-150-258-1396-1","0","0","0"
"0-0-1-152-258-2157-1","0","0","0"
"0-0-0-147-258-4372-1","0","0","0"
"0-0-1-149-258-258-1","0","0","0"
"0-0-0-144-258-3223-1","0","0","0"
"0-0-0-143-258-817-1","0","0","0"
"0-0-0-143-258-3794-1","0","0","0"
"0-0-4-150-258-2009-1","0","0","0"
"0-0-1-139-258-9-1","0","0","0"
"0-0-0-147-258-2637-1","0","0","0"
"0-0-0-141-258-232-1","0","0","0"
"0-0-1-151-258-4524-1","0","0","0"
"0-0-2-149-258-17-1","0","0","0"
"0-0-10-153-258-247-1","0","0","0"
"0-0-7-153-258-1150-1","0","0","0"
"0-0-10-154-258-78-1","0","0","0"
"0-0-8-155-258-4083-1","0","0","0"
"0-0-1-152-258-3115-1","0","0","0"
"0-0-1-151-258-1514-1","0","0","0"
"0-0-0-147-258-1799-1","0","0","0"
"0-0-0-149-258-487-1","0","0","0"
"0-0-20-152-258-411-1","0","0","0"
"0-0-6-152-258-411-1","0","0","0"
"0-0-1-149-258-1060-1","0","0","0"
"0-0-1-152-258-2277-1","0","0","0"
"0-0-1-145-258-96-1","0","0","0"
"0-0-1-148-258-198-1","0","0","0"
"0-0-7-151-258-122-1","0","0","0"
"0-0-1-149-258-378-1","0","0","0"
"0-0-1-144-258-3912-1","0","0","0"
"0-0-0-148-258-3083-1","0","0","0"
"0-0-1-146-258-4104-1","0","0","0"
"0-0-7-153-258-3608-1","0","0","0"
"0-0-0-143-258-937-1","0","0","0"
"0-0-1-145-258-2503-1","0","0","0"
"0-0-1-141-258-468-1","0","0","0"
"0-0-6-149-258-4414-1","0","0","0"
"0-0-1-146-258-3266-1","0","0","0"
"0-0-0-140-258-172-1","0","0","0"
"0-0-1-145-258-1665-1","0","0","0"
"0-0-0-141-258-352-1","0","0","0"
"0-0-1-149-258-3518-1","0","0","0"
"0-0-0-145-258-1096-1","0","0","0"
"0-0-0-151-258-4075-1","0","0","0"
"0-0-1-148-258-1917-1","0","0","0"
"0-0-0-150-258-2474-1","0","0","0"
"0-0-2-148-258-1017-1","0","0","0"
"0-0-1-151-258-1634-1","0","0","0"
"0-0-0-151-258-1065-1","0","0","0"
"0-0-0-148-258-4041-1","0","0","0"
"0-0-0-144-258-4301-1","0","0","0"
"0-0-4-147-258-1257-1","0","0","0"
"0-0-1-152-258-2397-1","0","0","0"
"0-0-0-143-258-2700-1","0","0","0"
"0-0-7-153-258-81-1","0","0","0"
"0-0-0-152-258-306-1","0","0","0"
"0-0-0-145-258-5064-1","0","0","0"
"0-0-0-148-258-1031-1","0","0","0"
"0-0-7-151-258-242-1","0","0","0"
"0-0-1-149-258-498-1","0","0","0"
"0-0-0-139-258-4106-1","0","0","0"
"0-0-0-143-258-1862-1","0","0","0"
"0-0-1-145-258-2623-1","0","0","0"
"0-0-7-146-258-469-1","0","0","0"
"0-0-1-141-258-588-1","0","0","0"
"0-0-0-150-258-3432-1","0","0","0"
"0-0-1-146-258-1214-1","0","0","0"
"0-0-1-146-258-3386-1","0","0","0"
"0-0-0-147-258-2877-1","0","0","0"
"0-0-0-151-258-2023-1","0","0","0"
"0-0-1-149-258-3638-1","0","0","0"
"0-0-7-154-258-5012-1","0","0","0"
"0-0-0-146-258-128-1","0","0","0"
"0-0-0-147-258-308-1","0","0","0"
"0-0-0-153-258-2846-1","0","0","0"
"0-0-7-151-258-6035-1","0","0","0"
"0-0-0-151-258-1185-1","0","0","0"
"0-0-20-151-258-471-1","0","0","0"
"0-0-1-146-258-6-1","0","0","0"
"0-0-0-143-258-2820-1","0","0","0"
"0-0-6-153-258-831-1","0","0","0"
